Open,Minimum,Maximum,Close,Date,Position
"1,101,160","1,096,890","1,105,420","1,099,430",2016/06/29,Low
"1,096,200","1,088,820","1,103,580","1,103,580",2016/06/28,High
"1,093,660","1,086,740","1,100,580","1,089,510",2016/06/27,Low
"1,098,510","1,089,740","1,107,270","1,098,280",2016/06/26,High
"1,084,440","1,077,980","1,090,890","1,090,200",2016/06/25,High
"1,076,250","1,071,980","1,080,520","1,078,900",2016/06/24,High
"1,044,880","1,042,920","1,046,840","1,045,230",2016/06/22,High
"1,044,600","1,042,690","1,046,500","1,044,310",2016/06/21,Low
"1,048,000","1,043,620","1,052,380","1,046,150",2016/06/20,Low
"1,049,730","1,047,770","1,051,690","1,050,070",2016/06/19,Low
"1,057,280","1,054,340","1,060,220","1,057,910",2016/06/18,Low
"1,058,720","1,056,300","1,061,140","1,059,070",2016/06/17,Low
"1,062,530","1,056,300","1,068,750","1,063,450",2016/06/15,High
"1,049,040","1,046,380","1,051,690","1,047,310",2016/06/14,High
"1,045,690","1,042,460","1,048,920","1,046,840",2016/06/13,High
"1,044,430","1,041,310","1,047,540","1,046,610",2016/06/12,High
"1,041,310","1,039,230","1,043,380","1,041,080",2016/06/11,Low
"1,042,580","1,041,080","1,044,080","1,042,690",2016/06/10,High
"1,033,410","1,030,930","1,035,890","1,035,540",2016/06/08,High
"1,028,340","1,024,590","1,032,080","1,031,620",2016/06/07,High
"1,021,940","1,019,630","1,024,240","1,021,940",2016/06/06,Low
"1,025,980","1,022,170","1,029,780","1,024,240",2016/06/05,Low
"1,031,510","1,028,160","1,034,850","1,029,550",2016/06/04,High
"1,016,050","1,014,090","1,018,010","1,018,010",2016/06/01,High
"1,014,900","1,012,020","1,017,780","1,015,710",2016/05/31,High
"1,013,060","1,011,100","1,015,020","1,012,940",2016/05/30,High
"1,010,980","1,007,870","1,014,090","1,012,480",2016/05/29,Low
"1,017,790","1,015,020","1,020,550","1,015,940",2016/05/28,Low
"1,015,950","1,010,900","1,021,000","1,018,710",2016/05/27,Low
"1,025,650","1,017,800","1,033,500","1,022,600",2016/05/25,High
"1,016,500","1,012,900","1,020,100","1,014,800",2016/05/24,Low
"1,026,300","1,021,900","1,030,700","1,022,200",2016/05/23,Low
"1,029,650","1,027,700","1,031,600","1,029,600",2016/05/22,Low
"1,030,600","1,029,800","1,031,400","1,030,000",2016/05/21,High
"1,026,650","1,023,100","1,030,200","1,029,600",2016/05/20,Low
"1,029,900","1,025,400","1,034,400","1,030,700",2016/05/18,Low
"1,043,500","1,041,300","1,045,700","1,043,200",2016/05/17,Low
"1,044,100","1,041,800","1,046,400","1,045,900",2016/05/16,Low
"1,050,050","1,046,600","1,053,500","1,051,700",2016/05/15,High
"1,047,050","1,045,200","1,048,900","1,047,300",2016/05/14,Low
"1,048,850","1,046,200","1,051,500","1,048,000",2016/05/13,Low
"1,051,700","1,051,700","1,051,700","1,051,700",2016/05/12,Low
"1,052,750","1,051,500","1,054,000","1,051,900",2016/05/11,Low
"1,053,550","1,050,800","1,056,300","1,052,200",2016/05/10,Low
"1,057,800","1,054,500","1,061,100","1,055,600",2016/05/09,Low
"1,059,185","1,056,760","1,061,610","1,056,760",2016/05/08,Low
"1,061,300","1,059,100","1,063,500","1,061,100",2016/05/07,Low
"1,060,900","1,057,900","1,063,900","1,061,400",2016/05/06,High
"1,057,800","1,055,400","1,060,200","1,057,200",2016/05/04,Low
"1,058,600","1,054,900","1,062,300","1,057,900",2016/05/03,Low
"1,066,100","1,060,200","1,072,000","1,062,800",2016/05/02,Low
"1,070,250","1,067,100","1,073,400","1,068,800",2016/05/01,Low
"1,070,700","1,067,800","1,073,600","1,070,100",2016/04/30,High
"1,070,850","1,068,100","1,073,600","1,069,200",2016/04/29,High
"1,049,200","1,046,200","1,052,200","1,052,200",2016/04/27,High
"1,046,850","1,044,300","1,049,400","1,046,800",2016/04/26,High
"1,043,050","1,041,100","1,045,000","1,044,300",2016/04/25,High
"1,042,350","1,040,400","1,044,300","1,042,700",2016/04/24,Low
"1,042,550","1,041,500","1,043,600","1,042,900",2016/04/23,High
"1,040,300","1,037,900","1,042,700","1,042,200",2016/04/22,Low
"1,050,550","1,045,900","1,055,200","1,049,400",2016/04/20,High
"1,047,400","1,044,300","1,050,500","1,048,700",2016/04/19,Low
"1,047,050","1,042,200","1,051,900","1,050,800",2016/04/18,High
"1,046,500","1,042,200","1,050,800","1,043,400",2016/04/17,Low
"1,049,150","1,047,500","1,050,800","1,048,700",2016/04/16,Low
"1,050,900","1,049,200","1,052,600","1,049,400",2016/04/15,High
"1,049,850","1,045,000","1,054,700","1,045,200",2016/04/13,Low
"1,059,150","1,053,500","1,064,800","1,056,800",2016/04/12,Low
"1,065,900","1,062,300","1,069,500","1,062,500",2016/04/11,Low
"1,062,900","1,060,500","1,065,300","1,064,800",2016/04/10,High
"1,057,350","1,056,100","1,058,600","1,056,800",2016/04/09,High
"1,054,350","1,052,400","1,056,300","1,055,400",2016/04/08,High
"1,048,700","1,043,400","1,054,000","1,052,200",2016/04/06,High
"1,044,200","1,038,300","1,050,100","1,043,600",2016/04/05,Low
"1,046,950","1,042,000","1,051,900","1,049,600",2016/04/04,High
"1,037,950","1,033,900","1,042,000","1,040,200",2016/04/03,Low
"1,044,200","1,040,200","1,048,200","1,042,200",2016/04/02,Low
"1,042,100","1,036,200","1,048,000","1,045,000",2016/04/01,High
"1,042,450","1,039,900","1,045,000","1,041,100",2016/03/30,Low
"1,041,750","1,038,500","1,045,000","1,041,500",2016/03/29,High
"1,034,300","1,031,400","1,037,200","1,036,500",2016/03/28,High
"1,029,350","1,026,800","1,031,900","1,031,900",2016/03/27,High
"1,027,500","1,026,100","1,028,900","1,027,700",2016/03/26,High
"1,027,200","1,025,200","1,029,200","1,026,800",2016/03/25,Low
"1,031,045","1,030,930","1,031,160","1,030,930",2016/03/23,Low
"1,034,250","1,033,600","1,034,900","1,034,700",2016/03/18,Low
"1,031,850","1,027,900","1,035,800","1,034,900",2016/03/16,High
"1,023,300","1,021,000","1,025,600","1,022,200",2016/03/15,No Change
"1,027,800","1,021,200","1,034,400","1,022,200",2016/03/14,Low
"1,034,400","1,032,800","1,036,000","1,033,700",2016/03/13,Low
"1,031,200","1,027,500","1,034,900","1,033,900",2016/03/11,High
"1,028,750","1,025,400","1,032,100","1,032,100",2016/03/09,No Change
"1,030,250","1,027,700","1,032,800","1,032,100",2016/03/08,Low
"1,034,050","1,032,300","1,035,800","1,033,200",2016/03/07,Low
"1,034,150","1,032,500","1,035,800","1,033,900",2016/03/06,High
"1,032,200","1,030,700","1,033,700","1,033,000",2016/03/05,High
"1,032,700","1,030,500","1,034,900","1,032,100",2016/03/04,High
"1,025,500","1,021,900","1,029,100","1,027,900",2016/03/02,High
"1,022,500","1,019,400","1,025,600","1,024,200",2016/03/01,High
"1,023,300","1,020,300","1,026,300","1,021,200",2016/02/29,High
"1,016,950","1,012,900","1,021,000","1,020,100",2016/02/28,High
"1,016,850","1,012,000","1,021,700","1,013,600",2016/02/27,Low
"1,017,700","1,014,600","1,020,800","1,017,600",2016/02/26,Low
"1,021,100","1,017,300","1,024,900","1,020,600",2016/02/24,Low
"1,019,750","1,009,900","1,029,600","1,026,300",2016/02/23,High
"1,005,800","999,800","1,011,800","1,009,700",2016/02/22,High
"998,400","993,300","1,003,500","997,700",2016/02/21,Low
"1,004,050","1,000,500","1,007,600","1,006,700",2016/02/20,High
"1,004,650","1,000,700","1,008,600","1,001,900",2016/02/19,No Change
"997,850","993,800","1,001,900","1,001,900",2016/02/17,High
"992,800","984,600","1,001,000","1,001,000",2016/02/16,High
"991,150","981,300","1,001,000","993,800",2016/02/15,Low
"997,350","989,400","1,005,300","994,000",2016/02/14,Low
"1,017,900","1,013,400","1,022,400","1,014,800",2016/02/13,Low
"1,025,100","1,020,600","1,029,600","1,022,600",2016/02/12,High
"989,850","988,000","991,700","990,800",2016/02/09,Low
"992,100","989,200","995,000","992,400",2016/02/08,Low
"988,050","978,100","998,000","997,300",2016/02/07,High
"991,800","984,300","999,300","989,000",2016/02/06,Low
"998,550","995,000","1,002,100","998,900",2016/02/05,High
"982,040","982,040","982,040","982,040",2016/02/04,High
"978,250","974,700","981,800","979,700",2016/02/03,High
"972,000","968,200","975,800","974,700",2016/02/02,High
"970,350","967,700","973,000","969,800",2016/02/01,Low
"969,600","966,600","972,600","971,000",2016/01/31,High
"963,800","961,500","966,100","965,900",2016/01/30,High
"963,950","962,200","965,700","962,900",2016/01/29,High
"965,700","961,100","970,300","961,700",2016/01/27,Low
"970,250","964,700","975,800","965,400",2016/01/26,Low
"964,950","957,100","972,800","972,400",2016/01/25,High
"953,750","949,200","958,300","956,700",2016/01/24,High
"950,800","948,400","953,200","948,800",2016/01/23,Low
"950,100","946,500","953,700","951,800",2016/01/22,High
"945,150","942,600","947,700","944,700",2016/01/20,High
"937,950","933,800","942,100","942,100",2016/01/19,High
"934,750","932,000","937,500","933,600",2016/01/18,Low
"936,700","930,600","942,800","938,000",2016/01/17,Low
"940,500","933,600","947,400","945,100",2016/01/16,High
"936,400","929,700","943,100","930,600",2016/01/15,Low
"948,850","943,300","954,400","944,700",2016/01/13,Low
"951,000","946,500","955,500","954,600",2016/01/12,No Change
"957,600","954,100","961,100","954,600",2016/01/11,Low
"972,000","965,000","979,000","967,500",2016/01/10,Low
"982,400","980,000","984,800","981,300",2016/01/09,Low
"979,250","973,700","984,800","983,900",2016/01/08,High
"970,500","967,000","974,000","973,300",2016/01/06,High
"966,750","964,100","969,400","967,300",2016/01/05,High
"961,400","959,700","963,100","960,600",2016/01/04,Low
"960,750","956,300","965,200","961,300",2016/01/03,High
"953,800","952,500","955,100","953,600",2016/01/02,Low
"953,100","951,400","954,800","953,700",2016/01/01,Low
"953,800","953,000","954,600","953,900",2015/12/30,High
"954,500","952,100","956,900","952,800",2015/12/29,Low
"953,900","953,200","954,600","954,600",2015/12/28,High
"957,150","953,000","961,300","953,000",2015/12/27,Low
"961,850","959,900","963,800","961,100",2015/12/26,Low
"958,300","953,700","962,900","961,700",2015/12/25,High
"952,150","949,500","954,800","953,900",2015/12/23,High
"945,100","941,400","948,800","947,900",2015/12/22,High
"943,550","941,000","946,100","943,300",2015/12/21,High
"938,900","934,500","943,300","942,400",2015/12/20,High
"935,700","934,800","936,600","935,000",2015/12/19,No Change
"934,850","933,600","936,100","935,000",2015/12/18,High
"932,000","928,300","935,700","930,400",2015/12/16,Low
"932,800","929,900","935,700","935,000",2015/12/15,High
"929,350","927,400","931,300","927,800",2015/12/14,Low
"938,400","933,700","943,100","935,000",2015/12/13,Low
"937,950","936,800","939,100","937,300",2015/12/12,Low
"937,150","936,100","938,200","937,500",2015/12/09,Low
"939,250","937,100","941,400","938,000",2015/12/08,Low
"938,600","937,100","940,100","938,700",2015/12/07,Low
"941,000","939,600","942,400","940,500",2015/12/06,Low
"939,100","936,800","941,400","941,000",2015/12/05,High
"938,750","936,100","941,400","938,500",2015/12/04,High
"926,800","924,600","929,000","928,100",2015/12/02,Low
"931,800","928,800","934,800","933,400",2015/11/30,High
"926,200","924,800","927,600","927,200",2015/11/29,Low
"927,000","925,500","928,500","927,600",2015/11/28,High
"923,950","919,800","928,100","924,800",2015/11/27,Low
"927,500","926,000","929,000","927,200",2015/11/25,High
"925,800","924,400","927,200","926,200",2015/11/24,High
"922,550","919,800","925,300","923,200",2015/11/23,High
"919,450","917,500","921,400","920,000",2015/11/22,Low
"921,500","919,500","923,500","922,300",2015/11/21,High
"919,300","916,300","922,300","920,000",2015/11/20,Low
"924,650","922,100","927,200","927,200",2015/11/18,High
"920,900","919,300","922,500","921,200",2015/11/17,Low
"925,200","921,400","929,000","921,800",2015/11/16,Low
"934,050","930,600","937,500","931,500",2015/11/15,Low
"934,100","932,500","935,700","932,900",2015/11/14,Low
"935,350","932,900","937,800","936,600",2015/11/13,High
"932,910","932,910","932,910","932,910",2015/11/12,High
"930,500","927,600","933,400","930,100",2015/11/11,Low
"931,950","930,100","933,800","931,100",2015/11/10,Low
"935,200","930,600","939,800","933,800",2015/11/09,Low
"933,250","930,800","935,700","934,800",2015/11/08,High
"929,780","928,760","930,800","929,500",2015/11/07,No Change
"928,300","926,500","930,100","929,500",2015/11/06,Low
"938,800","936,800","940,800","938,900",2015/11/04,Low
"944,900","941,400","948,400","941,400",2015/11/03,Low
"951,300","949,800","952,800","949,800",2015/11/02,Low
"953,550","951,400","955,700","952,100",2015/11/01,Low
"955,860","954,590","957,130","955,500",2015/10/31,Low
"954,360","952,280","956,440","956,210",2015/10/30,Low
"960,240","958,280","962,200","958,740",2015/10/28,Low
"966,590","963,590","969,580","968,660",2015/10/27,High
"960,990","959,090","962,890","962,430",2015/10/26,High
"958,860","957,130","960,590","960,130",2015/10/25,High
"958,170","957,130","959,200","958,280",2015/10/24,Low
"958,520","956,900","960,130","958,740",2015/10/21,High
"958,740","955,740","961,740","956,670",2015/10/20,Low
"956,900","951,820","961,970","959,900",2015/10/19,High
"956,210","952,050","960,360","954,130",2015/10/18,Low
"961,860","959,900","963,820","961,280",2015/10/17,Low
"964,280","962,200","966,350","962,660",2015/10/16,Low
"972,470","970,040","974,890","974,190",2015/10/14,High
"966,350","963,120","969,580","968,660",2015/10/13,High
"958,860","956,210","961,510","961,050",2015/10/12,Low
"965,660","961,970","969,350","962,660",2015/10/11,Low
"962,200","959,200","965,200","964,510",2015/10/10,High
"961,630","959,660","963,590","959,660",2015/10/09,High
"954,820","952,280","957,360","954,590",2015/10/07,Low
"954,710","951,820","957,590","956,210",2015/10/06,High
"948,020","945,130","950,900","949,980",2015/10/05,High
"943,410","941,680","945,130","943,750",2015/10/04,Low
"943,180","941,680","944,670","944,670",2015/10/03,High
"946,180","943,290","949,060","943,750",2015/10/02,High
"936,840","934,990","938,680","936,600",2015/09/30,Low
"939,950","936,370","943,520","937,060",2015/09/29,Low
"941,450","938,450","944,440","943,750",2015/09/28,High
"941,330","938,910","943,750","940,750",2015/09/27,Low
"943,990","942,600","945,370","943,060",2015/09/26,Low
"941,450","938,680","944,210","943,290",2015/09/25,Low
"938,790","933,140","944,440","943,520",2015/09/23,High
"930,260","925,990","934,530","932,450",2015/09/22,High
"933,370","930,140","936,600","931,300",2015/09/21,Low
"935,800","933,370","938,220","935,220",2015/09/20,Low
"940,410","937,520","943,290","937,990",2015/09/19,Low
"939,600","937,750","941,440","938,910",2015/09/18,High
"930,490","929,680","931,300","931,070",2015/09/16,Low
"930,610","928,300","932,910","932,910",2015/09/15,High
"931,410","929,680","933,140","930,840",2015/09/14,Low
"933,260","931,530","934,990","932,910",2015/09/13,High
"932,680","931,530","933,830","932,450",2015/09/12,No Change
"931,070","928,990","933,140","932,450",2015/09/11,Low
"931,760","929,220","934,290","933,830",2015/09/09,Low
"936,950","933,600","940,290","934,060",2015/09/08,Low
"939,320","936,950","941,680","941,680",2015/09/07,High
"939,260","936,370","942,140","937,060",2015/09/06,Low
"942,020","939,600","944,440","940,980",2015/09/05,High
"938,220","936,140","940,290","940,290",2015/09/04,High
"938,220","936,370","940,060","937,060",2015/09/02,Low
"944,900","940,980","948,820","941,440",2015/09/01,Low
"946,870","943,980","949,750","947,670",2015/08/31,High
"942,260","938,450","946,060","940,520",2015/08/30,Low
"937,060","932,680","941,440","940,980",2015/08/29,High
"934,180","931,070","937,290","931,760",2015/08/28,High
"933,260","929,910","936,600","931,300",2015/08/26,Low
"940,760","930,840","950,670","934,760",2015/08/25,Low
"949,980","946,060","953,900","946,060",2015/08/24,Low
"956,320","952,510","960,130","958,280",2015/08/23,High
"959,550","956,210","962,890","958,050",2015/08/22,Low
"955,050","947,670","962,430","962,430",2015/08/21,High
"929,450","926,910","931,990","931,990",2015/08/19,High
"917,690","912,620","922,760","921,380",2015/08/18,High
"915,380","912,150","918,610","914,000",2015/08/17,No Change
"913,080","911,000","915,150","914,000",2015/08/16,High
"909,160","906,850","911,460","911,230",2015/08/15,High
"911,460","907,540","915,380","908,000",2015/08/14,High
"910,540","907,080","914,000","907,080",2015/08/12,Low
"908,010","902,470","913,540","913,540",2015/08/11,High
"896,010","892,780","899,240","899,240",2015/08/09,High
"896,130","893,700","898,550","893,700",2015/08/08,Low
"896,470","893,930","899,010","897,390",2015/08/07,High
"890,590","889,090","892,090","892,090",2015/08/05,High
"891,510","890,470","892,550","890,710",2015/08/04,Low
"892,090","890,470","893,700","893,240",2015/08/03,High
"892,900","890,940","894,860","892,320",2015/08/02,Low
"896,240","893,700","898,780","894,630",2015/08/01,No Change
"892,320","889,780","894,860","894,630",2015/07/31,High
"891,290","887,250","895,320","892,090",2015/07/29,Low
"894,510","892,320","896,700","894,860",2015/07/28,High
"893,250","891,170","895,320","893,010",2015/07/27,Low
"893,010","890,010","896,010","893,470",2015/07/26,Low
"893,710","891,860","895,550","893,930",2015/07/25,High
"888,750","885,170","892,320","890,470",2015/07/24,High
"882,290","879,170","885,400","882,170",2015/07/22,High
"878,600","874,560","882,630","877,330",2015/07/21,Low
"878,830","870,640","887,020","886,320",2015/07/20,High
"878,940","871,790","886,090","877,100",2015/07/19,Low
"901,430","895,550","907,310","896,930",2015/07/15,Low
"910,430","901,080","919,770","905,470",2015/07/14,Low
"896,240","884,710","907,770","906,390",2015/07/13,High
"888,750","882,630","894,860","891,860",2015/07/12,High
"891,170","883,320","899,010","886,090",2015/07/11,Low
"898,550","890,470","906,620","905,240",2015/07/10,High
"887,710","881,480","893,930","881,480",2015/07/08,Low
"892,670","891,170","894,160","893,930",2015/07/07,High
"894,400","889,090","899,700","892,780",2015/07/06,Low
"902,120","893,010","911,230","896,010",2015/07/05,Low
"909,850","907,540","912,150","908,690",2015/07/04,Low
"916,310","912,380","920,230","912,850",2015/07/03,Low
"916,080","913,310","918,840","917,920",2015/07/01,Low
"925,070","922,760","927,380","922,990",2015/06/30,Low
"924,030","921,610","926,450","923,460",2015/06/29,Low
"930,720","927,380","934,060","927,380",2015/06/28,Low
"930,150","927,610","932,680","928,760",2015/06/27,High
"925,070","922,070","928,070","926,450",2015/06/26,High
"925,420","923,920","926,910","924,150",2015/06/24,High
"921,730","919,300","924,150","922,530",2015/06/23,High
"919,770","917,460","922,070","918,840",2015/06/22,Low
"923,920","920,690","927,150","920,690",2015/06/21,Low
"928,300","925,990","930,600","925,990",2015/06/20,Low
"927,150","924,840","929,450","929,450",2015/06/19,High
"922,530","919,070","925,990","925,990",2015/06/17,High
"921,960","920,230","923,690","920,230",2015/06/16,Low
"923,110","920,230","925,990","921,380",2015/06/15,Low
"924,840","920,230","929,450","923,690",2015/06/14,Low
"929,450","928,300","930,600","930,600",2015/06/13,No Change
"934,640","930,600","938,680","930,600",2015/06/12,Low
"939,830","937,520","942,140","937,520",2015/06/10,Low
"940,990","938,680","943,290","943,290",2015/06/09,High
"938,100","936,370","939,830","939,830",2015/06/08,High
"935,790","934,060","937,520","935,220",2015/06/07,High
"936,370","934,060","938,680","934,060",2015/06/06,Low
"941,560","938,680","944,440","938,680",2015/06/05,Low
"951,940","950,210","953,670","950,210",2015/06/01,Low
"949,630","947,900","951,360","951,360",2015/05/31,Low
"951,940","950,210","953,670","952,510",2015/05/30,High
"952,520","951,360","953,670","951,360",2015/05/29,No Change
"950,210","947,900","952,510","951,360",2015/05/27,High
"949,630","947,900","951,360","947,900",2015/05/26,Low
"951,370","949,060","953,670","950,210",2015/05/25,Low
"955,970","952,510","959,430","953,670",2015/05/24,Low
"953,670","952,510","954,820","954,820",2015/05/23,No Change
"955,980","953,670","958,280","954,820",2015/05/22,Low
"956,550","954,820","958,280","955,970",2015/05/20,Low
"958,280","955,970","960,590","959,430",2015/05/19,No Change
"961,740","958,280","965,200","959,430",2015/05/18,Low
"970,970","967,510","974,430","968,660",2015/05/17,Low
"969,240","967,510","970,970","969,810",2015/05/16,High
"964,050","961,740","966,350","966,350",2015/05/13,High
"955,980","951,360","960,590","959,430",2015/05/12,High
"950,210","946,750","953,670","950,210",2015/05/11,Low
"954,820","953,670","955,970","955,970",2015/05/10,Low
"960,010","957,130","962,890","957,130",2015/05/09,Low
"961,740","959,430","964,050","960,590",2015/05/08,Low
"961,740","961,740","961,740","961,740",2015/05/06,Low
"963,470","961,740","965,200","965,200",2015/05/05,No Change
"964,050","961,740","966,350","965,200",2015/05/04,Low
"968,090","964,050","972,120","967,510",2015/05/03,Low
"968,660","966,350","970,970","969,810",2015/05/02,Low
"970,970","970,970","970,970","970,970",2015/05/01,Low
"977,890","976,730","979,040","977,880",2015/04/29,Low
"979,040","976,730","981,340","979,040",2015/04/28,High
"977,890","975,580","980,190","975,580",2015/04/27,High
"971,540","969,810","973,270","972,120",2015/04/26,No Change
"970,970","969,810","972,120","972,120",2015/04/25,High
"969,820","967,510","972,120","969,810",2015/04/24,Low
"975,580","974,430","976,730","976,730",2015/04/22,Low
"985,380","984,800","985,960","984,800",2015/04/21,High
"984,230","982,500","985,960","983,650",2015/04/20,Low
"988,260","984,800","991,720","985,960",2015/04/19,Low
"989,420","987,110","991,720","990,570",2015/04/18,High
"984,810","982,500","987,110","987,110",2015/04/17,Low
"991,730","989,420","994,030","990,570",2015/04/15,High
"987,110","984,800","989,420","988,260",2015/04/14,High
"982,500","979,040","985,960","984,800",2015/04/13,Low
"991,150","985,960","996,340","990,570",2015/04/12,Low
"1,002,680","998,640","1,006,710","999,790",2015/04/11,High
"988,840","982,500","995,180","994,030",2015/04/10,High
"970,970","968,660","973,270","973,270",2015/04/08,Low
"979,620","976,730","982,500","977,880",2015/04/07,Low
"978,460","975,580","981,340","980,190",2015/04/06,Low
"985,380","979,040","991,720","982,500",2015/04/05,High
"979,040","973,270","984,800","980,190",2015/04/04,High
"953,090","939,830","966,350","962,890",2015/04/03,High
"961,740","961,740","961,740","961,740",2015/03/29,High
"950,790","945,600","955,970","955,970",2015/03/28,Low
"969,810","969,810","969,810","969,810",2015/03/27,Low
"976,730","976,730","976,730","976,730",2015/03/25,High
"961,740","959,430","964,050","964,050",2015/03/18,High
"951,370","945,600","957,130","947,900",2015/03/17,High
"946,170","937,520","954,820","945,600",2015/03/16,High
"934,640","931,760","937,520","936,370",2015/03/15,High
"919,650","906,390","932,910","924,840",2015/03/14,Low
"935,220","929,450","940,980","929,450",2015/03/13,Low
"948,480","940,980","955,970","950,210",2015/03/11,High
"957,130","949,060","965,200","949,060",2015/03/10,Low
"967,510","962,890","972,120","967,510",2015/03/09,Low
"977,890","975,580","980,190","976,730",2015/03/08,No Change
"976,160","973,270","979,040","976,730",2015/03/07,No Change
"974,430","970,970","977,880","976,730",2015/03/06,Low
"999,800","998,640","1,000,950","999,790",2015/03/04,Low
"1,002,680","1,002,100","1,003,250","1,002,100",2015/03/03,No Change
"1,003,830","1,002,100","1,005,560","1,002,100",2015/03/02,Low
"1,009,020","1,007,870","1,010,170","1,007,870",2015/03/01,High
"1,007,290","1,005,560","1,009,020","1,006,710",2015/02/28,High
"1,003,830","1,002,100","1,005,560","1,005,560",2015/02/27,Low
"1,011,330","1,009,020","1,013,630","1,009,020",2015/02/25,High
"1,004,990","1,000,950","1,009,020","1,006,710",2015/02/24,High
"995,190","992,880","997,490","996,340",2015/02/23,High
"994,030","990,570","997,490","994,030",2015/02/22,Low
"993,460","990,570","996,340","995,180",2015/02/21,High
"989,420","985,960","992,880","989,420",2015/02/20,Low
"1,002,100","997,490","1,006,710","1,004,410",2015/02/18,High
"994,610","992,880","996,340","996,340",2015/02/17,High
"1,008,450","994,030","1,022,860","994,030",2015/02/16,Low
"1,011,330","1,010,170","1,012,480","1,010,170",2015/02/15,Low
"1,012,480","1,010,170","1,014,790","1,013,630",2015/02/14,No Change
"1,013,630","1,010,170","1,017,090","1,013,630",2015/02/13,High
"1,006,720","1,005,560","1,007,870","1,007,870",2015/02/11,Low
"1,013,060","1,009,020","1,017,090","1,010,170",2015/02/09,Low
"1,009,020","1,002,100","1,015,940","1,012,480",2015/02/08,High
"994,610","988,260","1,000,950","1,000,950",2015/02/07,High
"1,001,530","997,490","1,005,560","997,490",2015/02/06,Low
"1,028,630","1,026,320","1,030,930","1,027,470",2015/02/04,Low
"1,035,540","1,032,080","1,039,000","1,032,080",2015/02/03,Low
"1,042,470","1,040,160","1,044,770","1,041,310",2015/02/02,High
"1,041,890","1,037,850","1,045,920","1,037,850",2015/02/01,Low
"1,047,080","1,045,920","1,048,230","1,047,070",2015/01/31,Low
"1,049,380","1,048,230","1,050,530","1,049,380",2015/01/30,Low
"1,052,260","1,050,530","1,053,990","1,050,530",2015/01/28,Low
"1,056,300","1,053,990","1,058,610","1,056,300",2015/01/27,High
"1,055,150","1,053,990","1,056,300","1,055,150",2015/01/26,Low
"1,056,880","1,055,150","1,058,610","1,057,450",2015/01/25,Low
"1,056,300","1,052,840","1,059,760","1,059,760",2015/01/24,High
"1,056,880","1,052,840","1,060,910","1,053,990",2015/01/23,Low
"1,059,760","1,057,450","1,062,070","1,058,610",2015/01/21,Low
"1,063,220","1,059,760","1,066,680","1,066,680",2015/01/20,High
"1,051,690","1,047,070","1,056,300","1,056,300",2015/01/19,High
"1,049,390","1,043,620","1,055,150","1,055,150",2015/01/18,High
"1,041,310","1,036,700","1,045,920","1,044,770",2015/01/17,High
"1,036,120","1,028,620","1,043,620","1,034,390",2015/01/16,High
"1,009,020","1,006,710","1,011,330","1,011,330",2015/01/14,No Change
"1,007,870","1,003,250","1,012,480","1,011,330",2015/01/13,No Change
"1,013,060","1,009,020","1,017,090","1,011,330",2015/01/12,High
"1,011,330","1,007,870","1,014,790","1,010,170",2015/01/11,Low
"1,013,640","1,011,330","1,015,940","1,012,480",2015/01/10,Low
"1,014,790","1,012,480","1,017,090","1,017,090",2015/01/09,High
"1,011,330","1,009,020","1,013,630","1,010,170",2015/01/07,Low
"1,016,520","1,014,790","1,018,250","1,014,790",2015/01/06,High
"1,010,170","1,006,710","1,013,630","1,012,480",2015/01/05,High
"1,004,410","1,000,950","1,007,870","1,003,250",2015/01/04,Low
"1,004,990","1,002,100","1,007,870","1,004,410",2015/01/03,High
"998,640","995,180","1,002,100","1,002,100",2015/01/02,High
"998,070","995,180","1,000,950","998,640",2014/12/31,Low
"1,006,140","1,003,250","1,009,020","1,005,560",2014/12/30,Low
"1,006,140","1,000,950","1,011,330","1,006,710",2014/12/29,Low
"1,015,370","1,012,480","1,018,250","1,012,480",2014/12/28,Low
"1,018,820","1,017,090","1,020,550","1,017,090",2014/12/27,High
"1,014,210","1,012,480","1,015,940","1,015,940",2014/12/26,High
"1,011,900","1,010,170","1,013,630","1,010,170",2014/12/24,No Change
"1,013,060","1,010,170","1,015,940","1,010,170",2014/12/23,No Change
"1,010,170","1,010,170","1,010,170","1,010,170",2014/12/21,Low
"1,012,480","1,009,020","1,015,940","1,011,330",2014/12/19,Low
"1,015,360","1,010,170","1,020,550","1,019,400",2014/12/17,High
"1,011,900","1,010,170","1,013,630","1,010,170",2014/12/16,Low
"1,009,020","1,000,950","1,017,090","1,014,790",2014/12/15,No Change
"1,022,860","1,013,630","1,032,080","1,014,790",2014/12/14,Low
"1,012,480","1,003,250","1,021,700","1,021,700",2014/12/13,High
"1,001,520","999,790","1,003,250","1,000,950",2014/12/10,No Change
"997,490","994,030","1,000,950","1,000,950",2014/12/09,High
"988,260","984,800","991,720","991,720",2014/12/08,High
"987,690","983,650","991,720","983,650",2014/12/07,High
"977,310","973,270","981,340","979,040",2014/12/06,High
"972,700","970,970","974,430","972,120",2014/12/05,Low
"977,310","976,730","977,880","976,730",2014/12/03,No Change
"977,890","975,580","980,190","976,730",2014/12/02,Low
"979,620","976,730","982,500","977,880",2014/12/01,High
"969,820","965,200","974,430","972,120",2014/11/30,Low
"975,580","967,510","983,650","976,730",2014/11/29,High
"961,170","953,670","968,660","966,350",2014/11/28,High
